original_Date(UTC),original_Latitude,original_Longitude,original_Depth,original_Magnitude,distance,formatted,lat,lon,housenumber,postcode,district,suburb,street,city,name,county,county_code,state,state_code,country,country_code,attribution,attribution_license,attribution_url
2017-09-25 13:55:27,-32.68,-71.99,24,4.6,1791035.7993907942,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-09-25 12:24:50,-28.37,-71.18,32,4.6,1382.8692353007643,"Huasco, Provincia de Huasco, Chile",-28.3822634,-71.1823496,,,,,,Huasco,,Provincia de Huasco,,Atacama Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-09-25 07:27:11,-30.11,-71.43,38,4.7,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-09-24 07:09:27,-35.18,-71.83,45,4.6,1378.091053798487,"Curepto, Provincia de Talca, Chile",-35.1803866,-71.8451557,,,,,,Curepto,,Provincia de Talca,,Maule Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-09-24 02:30:00,-27.97,-71.17,37,4.8,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-09-23 22:02:02,-33.78,-71.5,52,4.9,1830.4520401068048,"San Pedro, Provincia de Melipilla, Chile",-33.7959669,-71.4951806,,,,,,San Pedro,,Provincia de Melipilla,,Santiago Metropolitan Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-09-21 07:12:41,-37.93,-73.95,43,4.7,1774314.5746478057,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-09-20 22:57:40,-19.96,-70.96,32,4.4,2256107.0001736614,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-09-20 17:51:40,-18.05,-69.93,105,4.7,0,"Tacna, TAC, Peru",-18.01386,-70.2511032,,,,,,Tacna,,,,Tacna,TAC,Peru,pe,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-09-19 18:14:43,-37.22,-74.26,26,4.9,1716496.891252175,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-09-18 13:46:57,-31.85,-72.09,33,5.7,1775475.1169592207,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-09-18 00:21:34,-19.88,-69.07,105,4.1,0,"1140000 Huara, Chile",-19.9957872,-69.7727034,,1140000,,,,Huara,,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-09-17 21:21:37,-20.24,-69.25,96,4.1,706.6204259749824,"Jucuma, Pozo Almonte, Provincia del Tamarugal, Chile",-20.2369167,-69.2440777,,,,,,Pozo Almonte,Jucuma,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-09-17 06:36:00,-35.72,-71.64,88,4.2,1960.4505650151525,"Villa Alegre, Provincia de Linares, Chile",-35.7048441,-71.651094,,,,,,Villa Alegre,,Provincia de Linares,,Maule Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-09-16 17:12:10,-37.21,-74.32,27,4.8,1711188.1248979052,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-09-13 14:59:55,-28.02,-69.31,120,4.0,0,"1580000 Tierra Amarilla, Chile",-27.4680505,-70.2649307,,1580000,,,,Tierra Amarilla,,Provincia de Copiapó,,Atacama Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-09-09 12:03:42,-22.46,-66.82,278,5.3,0,"Municipio de Cusi Cusi, Departamento Santa Catalina, Argentina",-22.3403128,-66.4935689,,,,,,Municipio de Cusi Cusi,,Departamento Santa Catalina,,Jujuy,Y,Argentina,ar,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-09-07 08:05:54,-20.84,-69.11,112,4.0,1521.942273211999,"Lipita, Pozo Almonte, Provincia del Tamarugal, Chile",-20.85,-69.1,,,,,,Pozo Almonte,Lipita,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-09-06 05:45:35,-30.77,-71.35,44,4.2,26.142282536510717,"Ovalle, Provincia de Limarí, Chile",-30.770234095844092,-71.35002998196425,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-09-04 21:55:20,-19.29,-70.08,71,5.2,0,"1140000 Huara, Chile",-19.9957872,-69.7727034,,1140000,,,,Huara,,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-09-04 10:10:43,-29.22,-71.32,63,4.1,969.5642040636809,"Llano de Los Choros, Elqui, Chile",-29.21989,-71.31001,,,,,,,Llano de Los Choros,Elqui,EQ,De Coquimbo,CO,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2017-08-30 03:15:37,-37.47,-73.35,29,5.0,90.71974450338529,"Loma Baja 461, Curanilahue, Chile",-37.470763,-73.350364,461,,,,Loma Baja,Curanilahue,,Arauco,AU,Del Bio-Bio,BI,Chile,cl,© OpenAddresses contributors,BSD-3-Clause License,
2017-08-24 09:13:25,-28.5,-71.2,35,4.1,3571.237090314895,"1640000 Huasco, Chile",-28.4746612,-71.1775473,,1640000,,,,Huasco,,Provincia de Huasco,,Atacama Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-08-22 11:56:05,-19.97,-70.11,47,4.0,0,"1140000 Huara, Chile",-19.9957872,-69.7727034,,1140000,,,,Huara,,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-08-21 12:02:24,-33.14,-70.34,98,4.7,887.5716373286722,"Cerro del Cobre, Lo Barnechea, Provincia de Santiago, Chile",-33.1435362,-70.3485464,,,,,,Lo Barnechea,Cerro del Cobre,Provincia de Santiago,SG,Santiago Metropolitan Region,RM,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-08-20 15:13:21,-20.31,-69.04,105,4.6,239.45754420397213,"Ruta A-65, Pica, Chile",-20.336083761931945,-68.9560496303921,,,,,Ruta A-65,Pica,Ruta A-65,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-08-20 06:15:47,-25.53,-70.66,51,4.2,2023.9991744048841,"Taltal, Provincia de Antofagasta, Chile",-25.5387853,-70.6423326,,,,,,Taltal,,Provincia de Antofagasta,,Antofagasta Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-08-15 19:03:24,-30.01,-72.09,28,5.2,1778274.796223909,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-08-15 02:04:36,-31.66,-71.39,52,4.0,819.0332698301103,"Morro Buitre, Choapa, Chile",-31.65614,-71.39737,,,,,,,Morro Buitre,Choapa,CH,De Coquimbo,CO,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2017-08-14 06:58:32,-31.5,-71.73,33,4.8,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-08-12 19:37:48,-20.0,-71.06,30,4.6,2244918.4930629283,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-08-12 15:59:31,-19.99,-70.99,31,5.0,2251662.242525305,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-08-12 12:54:13,-30.34,-72.15,28,5.5,1770333.4687297659,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-08-12 09:39:41,-30.38,-71.49,45,4.4,0,"Coquimbo, Provincia de Elqui, Chile",-29.9531851,-71.3379503,,,,,,Coquimbo,,Provincia de Elqui,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-08-12 01:17:39,-22.55,-68.88,91,4.7,0,"Calama, Provincia de El Loa, Chile",-22.4623917,-68.9272181,,,,,,Calama,,Provincia de El Loa,,Antofagasta Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-08-10 12:43:02,-20.79,-68.93,102,4.0,0,"Pica, Provincia del Tamarugal, Chile",-20.4911417,-69.3290752,,,,,,Pica,,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-08-09 01:46:37,-35.12,-71.86,48,4.8,33.34151546998143,"Puente Mata de Tuna - Cruce Ruta K-202, Curepto, Chile",-35.10907755889945,-71.88835755496311,,,,,Puente Mata de Tuna - Cruce Ruta K-202,Curepto,Puente Mata de Tuna - Cruce Ruta K-202,Provincia de Talca,,Maule Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-08-05 10:56:49,-39.56,-72.34,98,4.1,1591.6936465631634,"Panguipulli, Provincia de Valdivia, Chile",-39.572621,-72.348761,,,,,,Panguipulli,,Provincia de Valdivia,,Los Ríos,LR,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-08-02 21:30:26,-28.49,-71.22,49,4.5,945.4335988588166,"Cerro Colorado, Huasco, Chile",-28.49406,-71.2285,,,,,,,Cerro Colorado,Huasco,HU,De Atacama,AT,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2017-08-02 20:03:29,-28.48,-71.21,42,5.4,954.7815620946659,"Sin Nombre SN, Huasco, Chile",-28.471419,-71.210351,SN,,,,Sin Nombre,Huasco,,Huasco,HU,De Atacama,AT,Chile,cl,© OpenAddresses contributors,BSD-3-Clause License,
2017-08-02 07:15:13,-33.2,-70.61,99,5.5,0,"Colina, Provincia de Chacabuco, Chile",-33.202472,-70.6749147,,,,,,Colina,,Provincia de Chacabuco,,Santiago Metropolitan Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-08-01 06:13:55,-28.54,-69.29,139,5.6,0,"Iglesia, Argentina",-29.58826425,-69.48016253361462,,,,,,,Iglesia,Iglesia,IG,San Juan,J,Argentina,ar,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-07-28 19:53:47,-30.74,-71.77,36,4.7,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-07-26 11:53:29,-29.54,-69.5,132,4.5,0,"Iglesia, Argentina",-29.58826425,-69.48016253361462,,,,,,,Iglesia,Iglesia,IG,San Juan,J,Argentina,ar,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-07-26 10:40:21,-31.22,-71.31,59,4.0,0,"Canela, Provincia de Choapa, Chile",-31.4643996,-71.43491570348377,,,,,,Canela,,Provincia de Choapa,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-07-26 10:11:02,-23.99,-69.52,77,4.9,0,"Antofagasta, Provincia de Antofagasta, Chile",-23.6463741,-70.3980033,,,,,,Antofagasta,,Provincia de Antofagasta,,Antofagasta Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-07-25 03:18:36,-22.74,-69.15,91,4.4,0,"1390000 Sierra Gorda, Chile",-22.8916766,-69.3200101,,1390000,,,,Sierra Gorda,,Provincia de Antofagasta,,Antofagasta Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-07-24 04:21:44,-21.91,-68.58,110,4.8,2056.597849556168,"Churqui, Calama, Provincia de El Loa, Chile",-21.9197402,-68.5969475,,,,,,Calama,Churqui,Provincia de El Loa,,Antofagasta Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-07-22 07:44:26,-33.11,-71.79,26,4.4,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-07-22 06:29:50,-21.18,-69.15,44,5.4,0,"Pozo Almonte, Provincia del Tamarugal, Chile",-20.2597061,-69.7861372,,,,,,Pozo Almonte,,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-07-20 07:20:47,-22.01,-70.39,45,4.1,2192343.1136536524,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-07-19 23:22:28,-23.84,-69.2,95,5.4,0,"Antofagasta, Provincia de Antofagasta, Chile",-23.6463741,-70.3980033,,,,,,Antofagasta,,Provincia de Antofagasta,,Antofagasta Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-07-18 02:05:22,-16.91,-73.59,36,5.6,0,Peru,-6.8699697,-75.0458515,,,,,,,,,,,,Peru,pe,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-07-16 21:44:01,-30.27,-71.35,51,4.0,0,"Coquimbo, Provincia de Elqui, Chile",-29.9531851,-71.3379503,,,,,,Coquimbo,,Provincia de Elqui,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-07-16 08:19:31,-33.9,-71.28,52,4.0,0,"Melipilla, Provincia de Melipilla, Chile",-33.6855134,-71.2145796,,,,,,Melipilla,,Provincia de Melipilla,,Santiago Metropolitan Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-07-13 15:38:09,-21.38,-68.64,124,4.8,0,"Calama, Provincia de El Loa, Chile",-22.4623917,-68.9272181,,,,,,Calama,,Provincia de El Loa,,Antofagasta Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-07-13 15:26:33,-28.87,-69.44,115,4.7,919.682884275504,"Arroyo Medanito, Iglesia, Argentina",-28.87786,-69.44294,,,,,,,Arroyo Medanito,Iglesia,IG,San Juan Province,SJ,Argentina,ar,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2017-07-12 09:08:16,-35.3,-73.38,22,5.1,1718182.692664593,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-07-10 08:22:42,-32.69,-71.79,36,4.0,1809777.2943584893,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-07-08 20:49:52,-35.2,-70.63,20,4.1,0,"Romeral, Provincia de Curicó, Chile",-34.9599696,-71.1253134,,,,,,Romeral,,Provincia de Curicó,,Maule Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-07-07 03:04:49,-33.77,-72.15,30,5.1,1791429.9743518573,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-07-06 07:26:05,-34.82,-71.77,47,4.5,752.4785741237314,"PMGD PFV La Frontera, Lolol, Chile",-34.826255,-71.766854,,,,PMGD PFV La Frontera,PMGD PFV La Frontera,Lolol,,Colchagua,CL,Del Libertador B Ohiggins,LI,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-07-04 16:05:50,-35.57,-73.94,15,5.1,1678264.232820089,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-07-04 02:25:26,-19.4,-69.58,92,5.0,1785.9618569784684,"Camiña, Provincia del Tamarugal, Chile",-19.384266,-69.5765789,,,,,,Camiña,,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-07-02 17:32:10,-19.23,-70.17,49,4.1,0,"1140000 Huara, Chile",-19.9957872,-69.7727034,,1140000,,,,Huara,,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-07-02 15:52:58,-21.89,-68.64,112,5.5,0,"Calama, Provincia de El Loa, Chile",-22.4623917,-68.9272181,,,,,,Calama,,Provincia de El Loa,,Antofagasta Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-07-01 17:17:12,-32.95,-72.0,28,4.5,1793092.5164128467,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-06-29 21:38:06,-37.33,-72.15,127,4.1,1345.7334507734233,"Los Ángeles, Provincia de Bío-Bío, Chile",-37.322837,-72.1377325,,,,,,Los Ángeles,,Provincia de Bío-Bío,,Biobio Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-06-29 08:16:51,-34.75,-71.77,41,4.8,597.9799620364311,"Estero Quiahue, Colchagua, Chile",-34.75096,-71.76356,,,,,,,Estero Quiahue,Colchagua,CL,Del Libertador B Ohiggins,LI,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2017-06-26 14:44:50,-30.66,-71.26,53,5.3,617.6891405788017,"La Chimba SN, Limarí, Chile",-30.654565,-71.261335,SN,,,,La Chimba,,,Limarí,LM,De Coquimbo,CO,Chile,cl,© OpenAddresses contributors,BSD-3-Clause License,
2017-06-25 14:14:06,-22.37,-68.8,101,4.6,0,"Calama, Provincia de El Loa, Chile",-22.4623917,-68.9272181,,,,,,Calama,,Provincia de El Loa,,Antofagasta Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-06-23 10:00:52,-39.41,-71.82,122,5.0,0,"Pucón, Provincia de Cautín, Chile",-39.2731173,-71.9777605,,,,,,Pucón,,Provincia de Cautín,,Araucania Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-06-23 00:43:40,-27.5,-70.53,57,4.0,0,"Copiapó, Provincia de Copiapó, Chile",-27.3664685,-70.3322753,,,,,,Copiapó,,Provincia de Copiapó,,Atacama Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-06-20 19:59:11,-20.66,-69.83,57,4.2,818.6026884985171,"Cerrito Hondonada, Tamarugal, Chile",-20.66667,-69.83333,,,,,,,Cerrito Hondonada,Tamarugal,TM,De Tarapaca,TP,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2017-06-19 14:55:51,-19.13,-69.32,111,4.5,731.6219122485027,"Cerro Guaichane, Tamarugal, Chile",-19.13623,-69.31776,,,,,,,Cerro Guaichane,Tamarugal,TM,De Tarapaca,TP,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2017-06-18 04:41:01,-32.13,-71.84,34,4.4,1800562.929315427,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2017-06-17 15:36:00,-22.75,-68.85,100,4.6,0,"Calama, Provincia de El Loa, Chile",-22.4623917,-68.9272181,,,,,,Calama,,Provincia de El Loa,,Antofagasta Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-06-16 09:47:00,-30.95,-70.98,85,4.6,0,"1880000 Monte Patria, Chile",-30.6944769,-70.9579593,,1880000,,,,Monte Patria,,Provincia de Limarí,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-06-15 23:48:09,-21.16,-68.88,111,4.0,0,"Pica, Provincia del Tamarugal, Chile",-20.4911417,-69.3290752,,,,,,Pica,,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-06-12 11:27:06,-33.08,-71.76,30,4.6,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-06-12 02:43:27,-31.52,-71.67,27,5.8,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-06-10 12:11:59,-20.85,-69.12,105,4.0,0,"Pozo Almonte, Provincia del Tamarugal, Chile",-20.2597061,-69.7861372,,,,,,Pozo Almonte,,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-06-09 04:20:18,-22.57,-68.9,126,4.2,0,"Calama, Provincia de El Loa, Chile",-22.4623917,-68.9272181,,,,,,Calama,,Provincia de El Loa,,Antofagasta Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-06-08 13:48:52,-22.09,-70.11,67,5.0,0,"Tocopilla, Provincia de Tocopilla, Chile",-22.0887189,-70.1960657,,,,,,Tocopilla,,Provincia de Tocopilla,,Antofagasta Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-06-06 17:35:10,-22.93,-68.75,98,5.5,0,"Calama, Provincia de El Loa, Chile",-22.4623917,-68.9272181,,,,,,Calama,,Provincia de El Loa,,Antofagasta Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-06-04 14:36:57,-19.54,-70.09,53,4.5,1252.2530932707298,"Oficina Trinidad, Huara, Provincia del Tamarugal, Chile",-19.5497122,-70.0839505,,,,,,Huara,Oficina Trinidad,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-06-04 00:07:28,-27.84,-71.07,41,4.7,0,"Copiapó, Provincia de Copiapó, Chile",-27.3664685,-70.3322753,,,,,,Copiapó,,Provincia de Copiapó,,Atacama Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-06-03 22:21:44,-21.87,-68.77,120,5.2,0,"Calama, Provincia de El Loa, Chile",-22.4623917,-68.9272181,,,,,,Calama,,Provincia de El Loa,,Antofagasta Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-05-31 17:38:51,-22.7,-68.53,127,4.9,0,"Calama, Provincia de El Loa, Chile",-22.4623917,-68.9272181,,,,,,Calama,,Provincia de El Loa,,Antofagasta Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-05-30 15:04:08,-30.65,-71.21,58,4.1,468.2593952204503,"Cruce El Reloj, Ruta D-605, 184 0612 Ovalle, Chile",-30.6495915,-71.2148719,,1840612,,,Ruta D-605,Ovalle,Cruce El Reloj,Provincia de Limarí,LM,Coquimbo Region,CO,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-05-29 14:57:55,-37.34,-71.8,87,5.8,345.1946351821158,"Camping Rucué, Ruta Q-45, Quilleco, Chile",-37.3428775,-71.7985346,,,,,Ruta Q-45,Quilleco,Camping Rucué,Provincia de Bío-Bío,BI,Biobio Region,BI,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-05-28 18:47:12,-21.14,-68.57,131,4.9,0,"Calama, Provincia de El Loa, Chile",-22.4623917,-68.9272181,,,,,,Calama,,Provincia de El Loa,,Antofagasta Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-05-28 12:05:47,-30.72,-71.39,45,4.6,0,"Ovalle, Provincia de Limarí, Chile",-30.6030819,-71.2029894,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-05-23 22:19:00,-30.63,-71.64,30,4.4,0,"Ovalle, Provincia de Limarí, Chile",-30.6030819,-71.2029894,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-05-22 01:10:44,-20.37,-68.97,110,4.3,656.4746234086515,"Loma Caña Cruz, Tamarugal, Chile",-20.36464,-68.97264,,,,,,,Loma Caña Cruz,Tamarugal,TM,De Tarapaca,TP,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2017-05-20 14:13:04,-38.98,-73.47,12,4.5,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-05-17 00:42:20,-22.02,-70.02,51,4.3,0,"Tocopilla, Provincia de Tocopilla, Chile",-22.0887189,-70.1960657,,,,,,Tocopilla,,Provincia de Tocopilla,,Antofagasta Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-05-16 19:47:02,-31.95,-71.55,65,4.0,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-05-16 13:56:33,-18.89,-70.12,31,4.2,291.22446364975593,"Camino a Poder de Compra, 100 0000 Camarones, Chile",-18.886359126891616,-70.12536037531156,,1000000,,,Camino a Poder de Compra,Camarones,Camino a Poder de Compra,Provincia de Arica,AR,Arica y Parinacota Region,AP,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-05-16 04:36:15,-32.0,-71.63,36,4.3,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2017-05-14 20:12:40,-36.84,-73.85,18,4.7,1733634.694782289,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
