original_Date(UTC),original_Latitude,original_Longitude,original_Depth,original_Magnitude,distance,formatted,lat,lon,housenumber,district,postcode,suburb,street,city,name,county,county_code,state,state_code,country,country_code,attribution,attribution_license,attribution_url
2019-03-27 00:34:53,-19.27,-70.28,35,4.2,0,"1140000 Huara, Chile",-19.9957872,-69.7727034,,,1140000,,,Huara,,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-03-26 19:17:42,-42.63,-74.2,35,4.0,39360.27924640878,"5700552 Los Lagos Region, Chile",-42.4805329,-73.7644038,,Castro Centro,5700552,,,,,,,Los Lagos Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-03-25 10:52:40,-21.34,-70.14,66,4.9,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-03-24 12:41:15,-30.18,-71.3,65,3.6,767.9676722862881,"Estrella, Elqui, Chile",-30.17762,-71.2925,,,,,,,Estrella,Elqui,EQ,De Coquimbo,CO,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2019-03-24 04:48:18,-22.79,-68.86,105,4.4,0,"Calama, Provincia de El Loa, Chile",-22.4623917,-68.9272181,,,,,,Calama,,Provincia de El Loa,,Antofagasta Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-03-23 13:38:50,-32.77,-71.77,20,3.2,1812453.039190573,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2019-03-23 02:32:43,-29.51,-71.49,47,3.7,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-03-22 18:14:56,-22.9,-68.75,106,4.3,0,"Calama, Provincia de El Loa, Chile",-22.4623917,-68.9272181,,,,,,Calama,,Provincia de El Loa,,Antofagasta Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-03-21 20:34:35,-36.19,-72.7,67,4.4,0,"Cobquecura, Provincia de Itata, Chile",-36.1317572,-72.7915423,,,,,,Cobquecura,,Provincia de Itata,,Nuble Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-03-21 16:57:53,-22.71,-68.61,110,4.4,0,"Calama, Provincia de El Loa, Chile",-22.4623917,-68.9272181,,,,,,Calama,,Provincia de El Loa,,Antofagasta Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-03-20 03:48:54,-30.07,-71.29,64,4.1,463.44329474496567,"1780000 Coquimbo, Chile",-30.076707342657127,-71.28542494953236,,,1780000,,,Coquimbo,,Provincia de Elqui,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-03-18 23:56:43,-30.22,-71.17,67,4.2,865.7979588511164,"Quebrada Yegüín, Andacollo, Chile",-30.223530719456566,-71.16196863315486,,,,,Quebrada Yegüín,Andacollo,Quebrada Yegüín,Provincia de Elqui,EQ,Coquimbo Region,CO,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-03-17 21:24:10,-32.58,-71.58,37,3.2,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-03-17 14:18:55,-29.96,-71.94,34,4.0,1793082.5883910244,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2019-03-17 00:53:38,-20.37,-68.51,129,4.9,0,"Municipio Llica, Daniel Campos, Bolivia",-20.33752975,-68.49080475170925,,Canton San Pablo de Napa,,,,Municipio Llica,,Daniel Campos,,Potosí,P,Bolivia,bo,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-03-16 18:06:15,-29.77,-71.42,45,5.2,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-03-15 14:27:57,-29.59,-71.15,55,3.7,0,"La Higuera, Provincia de Elqui, Chile",-29.511595,-71.2015007,,,,,,La Higuera,,Provincia de Elqui,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-03-15 05:03:51,-17.85,-65.91,353,6.3,801.9352395708436,"Municipio Anzaldo, Esteban Arze, Bolivia",-17.855336,-65.9150972,,,,,,Municipio Anzaldo,,Esteban Arze,,Cochabamba,C,Bolivia,bo,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-03-14 19:27:04,-20.27,-69.15,114,4.1,0,"Pica, Provincia del Tamarugal, Chile",-20.4911417,-69.3290752,,,,,,Pica,,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-03-14 17:59:48,-27.99,-70.05,90,3.7,0,"1580000 Tierra Amarilla, Chile",-27.4680505,-70.2649307,,,1580000,,,Tierra Amarilla,,Provincia de Copiapó,,Atacama Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-03-14 08:15:07,-30.66,-71.27,44,3.1,384.0433199420767,"Panoramico, D-633, Ovalle, Chile",-30.6581611,-71.2666014,,Población Yaconi,,,D-633,Ovalle,Panoramico,Provincia de Limarí,LM,Coquimbo Region,CO,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-03-13 21:46:10,-30.71,-71.41,42,4.1,0,"Ovalle, Provincia de Limarí, Chile",-30.6030819,-71.2029894,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-03-13 21:46:10,-30.71,-71.41,42,4.1,0,"Ovalle, Provincia de Limarí, Chile",-30.6030819,-71.2029894,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-03-13 02:11:01,-28.64,-70.4,88,4.0,0,"Vallenar, Provincia de Huasco, Chile",-28.5750438,-70.7616398,,,,,,Vallenar,,Provincia de Huasco,,Atacama Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-03-12 08:19:24,-31.24,-71.85,32,3.8,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-03-11 22:14:16,-34.34,-70.58,108,4.4,0,"Requínoa, Provincia de Cachapoal, Chile",-34.2848586,-70.8175128,,,,,,Requínoa,,Provincia de Cachapoal,,O'Higgins Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-03-11 03:33:02,-21.28,-68.73,130,4.5,0,"Calama, Provincia de El Loa, Chile",-22.4623917,-68.9272181,,,,,,Calama,,Provincia de El Loa,,Antofagasta Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-03-10 13:08:02,-25.78,-70.44,45,4.8,0,"Taltal, Provincia de Antofagasta, Chile",-25.4078293,-70.4858424,,,,,,Taltal,,Provincia de Antofagasta,,Antofagasta Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-03-09 20:45:43,-31.43,-70.37,139,4.9,0,"Calingasta, Argentina",-31.44769675,-69.88272746134805,,,,,,,Calingasta,Calingasta,CL,San Juan,J,Argentina,ar,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-03-09 15:22:21,-30.7,-71.36,54,4.3,996.0636208458781,"Quebrada Espinal, 184 0000 Limarí, Chile",-30.70789,-71.364933,,,1840000,,Quebrada Espinal,,,Limarí,LM,De Coquimbo,CO,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-03-09 06:16:17,-19.94,-69.12,98,4.2,0,"1140000 Huara, Chile",-19.9957872,-69.7727034,,,1140000,,,Huara,,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-03-09 02:16:58,-30.24,-71.32,55,4.9,0,"Coquimbo, Provincia de Elqui, Chile",-29.9531851,-71.3379503,,,,,,Coquimbo,,Provincia de Elqui,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-03-07 15:34:30,-29.62,-72.48,20,5.7,1744271.9246329684,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2019-03-07 09:21:37,-30.23,-71.26,55,4.0,1685.1281852298673,"Coquimbo, Provincia de Elqui, Chile",-30.2255702,-71.2432265,,,,,,Coquimbo,,Provincia de Elqui,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-03-07 06:34:09,-30.18,-71.23,58,4.4,3.4866171801327126,"Coquimbo, Provincia de Elqui, Chile",-30.18239919609324,-71.23001896693553,,,,,,Coquimbo,,Provincia de Elqui,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-03-07 05:50:37,-18.87,-69.64,119,4.8,1973.9870183390647,"Camarones, Provincia de Arica, Chile",-18.8522721,-69.6390134,,,,,,Camarones,,Provincia de Arica,,Arica y Parinacota Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-03-06 05:14:58,-29.29,-71.16,35,3.9,808.8176890978266,"Cerro Contrabando, Elqui, Chile",-29.29682,-71.1571,,,,,,,Cerro Contrabando,Elqui,EQ,De Coquimbo,CO,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2019-03-05 16:31:27,-29.93,-71.59,44,4.4,1826960.8234276914,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2019-03-02 21:37:17,-36.07,-72.19,60,3.7,648.7488090015322,"Cerros de Gualve, Cauquenes, Chile",-36.06528736369206,-72.19425516385992,,,,,Cerros de Gualve,Cauquenes,Cerros de Gualve,Provincia de Cauquenes,CQ,Maule Region,ML,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-03-02 20:21:53,-33.67,-72.5,16,5.3,1757704.3465960908,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2019-03-02 01:55:30,-33.14,-71.67,54,3.8,45.25624063412048,"Valparaíso, Provincia de Valparaíso, Chile",-33.139037986232715,-71.66940594508641,,,,,,Valparaíso,,Provincia de Valparaíso,,Valparaiso Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-03-01 22:43:26,-30.63,-71.7,34,5.3,224.2330926815944,"Camino Interior, Ovalle, Chile",-30.683669935348902,-71.68622088428555,,,,,Camino Interior,Ovalle,Camino Interior,Provincia de Limarí,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-03-01 08:50:41,-14.7,-70.39,260,7.0,915.2007975021671,"Institución Educativa No. 72654, Carretera Interoceánica Puno - Madre de Dios, Asillo 21150, Peru",-14.692,-70.388,,,21150,,Carretera Interoceánica Puno - Madre de Dios,Asillo,Institución Educativa No. 72654,Azángaro,AZ,Puno,PUN,Peru,pe,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-02-28 18:17:06,-42.75,-74.32,39,4.5,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-02-28 14:26:51,-20.63,-69.38,98,3.9,0,"Pica, Provincia del Tamarugal, Chile",-20.4911417,-69.3290752,,,,,,Pica,,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-02-27 11:26:10,-30.18,-71.28,66,3.6,0,"Coquimbo, Provincia de Elqui, Chile",-29.9531851,-71.3379503,,,,,,Coquimbo,,Provincia de Elqui,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-02-26 08:47:26,-30.23,-71.26,57,4.7,1685.1281852298673,"Coquimbo, Provincia de Elqui, Chile",-30.2255702,-71.2432265,,,,,,Coquimbo,,Provincia de Elqui,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-02-25 22:54:31,-29.68,-71.28,52,4.6,814.0120797320061,"Juan Soldado, Elqui, Chile",-29.68641,-71.27593,,,,,,,Juan Soldado,Elqui,EQ,De Coquimbo,CO,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2019-02-25 15:28:44,-29.78,-71.65,36,5.3,1822548.1198422953,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2019-02-23 23:06:25,-30.99,-71.36,62,3.7,911.2307687156713,"Punitaqui, Provincia de Limarí, Chile",-30.9934753,-71.3686574,,,,,,Punitaqui,,Provincia de Limarí,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-02-23 16:19:49,-19.67,-69.53,89,3.7,0,"1140000 Huara, Chile",-19.9957872,-69.7727034,,,1140000,,,Huara,,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-02-23 02:47:21,-30.24,-71.29,68,3.9,0,"Coquimbo, Provincia de Elqui, Chile",-29.9531851,-71.3379503,,,,,,Coquimbo,,Provincia de Elqui,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-02-22 09:25:58,-30.78,-70.89,90,4.8,5268.503558024032,"El Palqui, Provincia de Limarí, Chile",-30.7679839,-70.9433428,,,,,,El Palqui,,Provincia de Limarí,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-02-22 05:12:01,-31.36,-71.28,71,3.8,1913.6310441046005,"Canela, Provincia de Choapa, Chile",-31.374633,-71.2693915,,,,,,Canela,,Provincia de Choapa,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-02-19 05:09:43,-28.0,-71.36,47,4.5,1877684.6701960093,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2019-02-18 21:16:01,-23.3,-70.87,49,3.7,2085030.776307215,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2019-02-15 23:00:27,-30.59,-71.52,14,3.7,349.2563285170634,"Ovalle, Provincia de Limarí, Chile",-30.588296345155296,-71.52745871248673,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-02-15 09:16:19,-29.0,-70.17,120,3.9,1729.3258002940568,"Alto del Carmen, Provincia de Huasco, Chile",-28.9966825,-70.1526279,,,,,,Alto del Carmen,,Provincia de Huasco,,Atacama Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-02-15 08:02:02,-30.0,-71.19,59,3.6,3252.1021101089027,"Coquimbo, Provincia de Elqui, Chile",-30.023941,-71.2094001,,,,,,Coquimbo,,Provincia de Elqui,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-02-15 07:00:06,-30.04,-71.21,61,4.4,1786.61539712493,"Coquimbo, Provincia de Elqui, Chile",-30.023941,-71.2094001,,,,,,Coquimbo,,Provincia de Elqui,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-02-13 06:11:45,-31.64,-70.24,139,2.9,0,"Calingasta, Argentina",-31.44769675,-69.88272746134805,,,,,,,Calingasta,Calingasta,CL,San Juan,J,Argentina,ar,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-02-12 14:13:07,-29.73,-71.35,54,4.3,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-02-12 02:10:23,-20.27,-69.93,53,3.3,0,"Pozo Almonte, Provincia del Tamarugal, Chile",-20.2597061,-69.7861372,,,,,,Pozo Almonte,,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-02-10 21:00:37,-28.07,-70.58,90,4.2,0,"Copiapó, Provincia de Copiapó, Chile",-27.3664685,-70.3322753,,,,,,Copiapó,,Provincia de Copiapó,,Atacama Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-02-09 23:40:54,-22.83,-68.72,110,4.6,0,"Calama, Provincia de El Loa, Chile",-22.4623917,-68.9272181,,,,,,Calama,,Provincia de El Loa,,Antofagasta Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-02-07 21:03:24,-30.13,-71.26,60,4.3,0,"Coquimbo, Provincia de Elqui, Chile",-29.9531851,-71.3379503,,,,,,Coquimbo,,Provincia de Elqui,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-02-07 18:42:17,-37.24,-72.78,56,4.3,467.6918933098217,"Santa Juana, Provincia de Concepción, Chile",-37.23927658600722,-72.7729839719779,,,,,,Santa Juana,,Provincia de Concepción,,Biobio Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-02-07 08:14:42,-29.46,-71.54,29,3.0,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-02-06 17:56:50,-19.89,-71.14,37,5.0,2244599.041604792,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2019-02-05 20:00:06,-30.25,-71.25,70,3.9,447.11074556381845,"Ruta 43, Coquimbo, Chile",-30.24970105844511,-71.25464453151315,,,,,Ruta 43,Coquimbo,Ruta 43,Provincia de Elqui,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-02-05 00:55:51,-23.0,-69.36,87,4.4,0,"1390000 Sierra Gorda, Chile",-22.8916766,-69.3200101,,,1390000,,,Sierra Gorda,,Provincia de Antofagasta,,Antofagasta Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-02-04 07:25:46,-28.49,-70.48,111,4.0,0,"Vallenar, Provincia de Huasco, Chile",-28.5750438,-70.7616398,,,,,,Vallenar,,Provincia de Huasco,,Atacama Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-02-03 02:56:42,-31.41,-71.74,26,5.0,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-01-31 19:49:50,-20.46,-69.0,102,4.0,0,"Pica, Provincia del Tamarugal, Chile",-20.4911417,-69.3290752,,,,,,Pica,,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-01-30 15:08:42,-20.25,-70.21,40,3.1,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-01-30 07:44:43,-25.87,-70.62,54,5.5,159.88395809594738,"Ruta B-944, Taltal, Chile",-25.86529848244017,-70.62207885583165,,,,,Ruta B-944,Taltal,Ruta B-944,Provincia de Antofagasta,,Antofagasta Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-01-29 20:25:34,-30.75,-71.03,72,4.4,567.2707950656206,"Canal Cogoti, Monte Patria, Chile",-30.74793794256533,-71.03542958237985,,,,,Canal Cogoti,Monte Patria,Canal Cogoti,Provincia de Limarí,LM,Coquimbo Region,CO,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-01-29 11:02:55,-31.72,-71.3,56,4.0,0,"1930000 Illapel, Chile",-31.6326932,-71.1683039,,,1930000,,,Illapel,,Provincia de Choapa,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-01-28 09:00:47,-35.62,-72.97,28,5.0,1763752.4879672371,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2019-01-28 06:46:20,-32.66,-71.58,53,4.1,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-01-28 03:33:36,-29.68,-71.28,50,4.5,814.0120797320061,"Juan Soldado, Elqui, Chile",-29.68641,-71.27593,,,,,,,Juan Soldado,Elqui,EQ,De Coquimbo,CO,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2019-01-27 09:52:24,-30.17,-71.28,70,3.9,377.89731096032784,"Coquimbo, Provincia de Elqui, Chile",-30.16626829546474,-71.2661767288796,,,,,,Coquimbo,,Provincia de Elqui,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-01-26 14:26:02,-19.17,-70.12,68,4.2,0,"1140000 Huara, Chile",-19.9957872,-69.7727034,,,1140000,,,Huara,,Provincia del Tamarugal,,Tarapacа Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-01-26 07:48:55,-30.09,-71.29,71,3.8,96.59331052047743,"1780000 Coquimbo, Chile",-30.098683745071938,-71.28249370839556,,,1780000,,,Coquimbo,,Provincia de Elqui,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-01-25 15:49:34,-33.55,-70.3,113,4.3,648.948689865945,"Mirador Rio Colorado, Camino Al Alfalfal, San José de Maipo, Chile",-33.5496798,-70.2930078,,,,,Camino Al Alfalfal,San José de Maipo,Mirador Rio Colorado,Provincia de Cordillera,CD,Santiago Metropolitan Region,RM,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-01-25 08:29:18,-30.24,-71.33,66,4.0,721.3550089155253,"Portezuelo Vinilla, Elqui, Chile",-30.23362,-71.33136,,,,,,,Portezuelo Vinilla,Elqui,EQ,De Coquimbo,CO,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2019-01-24 10:28:28,-30.17,-71.22,58,5.0,1964.0266261928398,"Coquimbo, Provincia de Elqui, Chile",-30.181151,-71.2358451,,,,,,Coquimbo,,Provincia de Elqui,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-01-24 08:06:10,-35.0,-71.81,49,4.1,307.058110890716,"Ruta J-76-K, Curepto, Chile",-34.99980247266014,-71.80414278974244,,,,,Ruta J-76-K,Curepto,Ruta J-76-K,Provincia de Talca,,Maule Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-01-24 07:25:46,-30.12,-71.3,65,4.0,255.5325348567473,"Coquimbo, Provincia de Elqui, Chile",-30.117435645336386,-71.31924742189463,,,,,,Coquimbo,,Provincia de Elqui,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-01-22 16:19:26,-30.23,-71.24,59,4.3,154.9321347189269,"Coquimbo, Provincia de Elqui, Chile",-30.22992889031896,-71.2423726787077,,,,,,Coquimbo,,Provincia de Elqui,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-01-22 13:44:47,-30.21,-71.18,65,4.3,0,"Andacollo, Provincia de Elqui, Chile",-30.2322048,-71.0847556,,,,,,Andacollo,,Provincia de Elqui,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-01-22 09:15:25,-30.23,-71.22,60,4.0,0,"Coquimbo, Provincia de Elqui, Chile",-29.9531851,-71.3379503,,,,,,Coquimbo,,Provincia de Elqui,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-01-22 06:51:42,-30.14,-71.24,61,3.5,678.0345012035527,"PFV Chercan Solar, Coquimbo, Chile",-30.139073,-71.233031,,,,,PFV Chercan Solar,Coquimbo,,Elqui,EQ,De Coquimbo,CO,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-01-22 00:41:20,-30.15,-71.25,61,4.5,628.7365501412938,"Coquimbo, Provincia de Elqui, Chile",-30.16626829546474,-71.2661767288796,,,,,,Coquimbo,,Provincia de Elqui,,Coquimbo Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-01-22 00:36:43,-30.22,-71.24,64,4.2,227.11834952539454,"Las Alcaparras 1, Caletera Ruta 43, Coquimbo, Chile",-30.2209183,-71.2421114,,,,,Caletera Ruta 43,Coquimbo,Las Alcaparras 1,Provincia de Elqui,EQ,Coquimbo Region,CO,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-01-21 20:27:34,-33.87,-70.36,116,4.6,0,"San José de Maipo, Provincia de Cordillera, Chile",-33.6403975,-70.3527845,,,,,,San José de Maipo,,Provincia de Cordillera,,Santiago Metropolitan Region,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-01-21 01:31:09,-30.15,-71.22,61,3.9,356.16908795076444,"TER Llanos Blancos, Coquimbo, Chile",-30.152818,-71.218239,,,,TER Llanos Blancos,TER Llanos Blancos,Coquimbo,,Elqui,EQ,De Coquimbo,CO,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019-01-20 10:07:48,-30.14,-71.23,66,3.7,907.2307693438996,"Calle 3 SN, Elqui, Chile",-30.133646,-71.224082,SN,,,,Calle 3,,,Elqui,EQ,De Coquimbo,CO,Chile,cl,© OpenAddresses contributors,BSD-3-Clause License,
2019-01-20 09:23:33,-29.97,-71.95,24,4.7,1792040.5233100231,South Pacific Ocean,-29.829753,-90.56043,,,,,,,South Pacific Ocean,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
