original_Date(UTC),original_Latitude,original_Longitude,original_Depth,original_Magnitude,distance,formatted,lat,lon,housenumber,postcode,suburb,district,street,county_code,city,state_code,county,state,country,country_code,name,attribution,attribution_license,attribution_url
2021-06-17 08:49:37,-40.08,-72.45,9,4.0,774.9664452955941,"Cruce T-551 (El Arenal) - Vista Hermosa, Ranco, Chile",-40.083492,-72.457883,,,,,Cruce T-551 (El Arenal) - Vista Hermosa,RA,,LR,Ranco,De Los Rios,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-06-16 20:13:26,-33.34,-71.67,30,4.4,962.7160834327575,"Rada Algarrobo, 2719101 Algarrobo, Chile",-33.3484545,-71.6677667,,2719101,,,,SA,Algarrobo,VS,San Antonio,De Valparaiso,Chile,cl,Rada Algarrobo,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-06-15 13:57:36,-34.0,-72.11,27,4.6,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-06-14 21:08:30,-33.91,-71.44,51,3.5,677.6930996971723,"Ruta 66 SN, 966 0000 San Pedro, Chile",-33.906264,-71.445802,SN,9660000,,,Ruta 66,ME,San Pedro,RM,Melipilla,Metropolitana,Chile,cl,,© OpenAddresses contributors,BSD-3-Clause License,
2021-06-13 00:51:19,-40.13,-72.72,74,3.9,416.8722418560514,"Ruta T-613, Paillaco, Chile",-40.12326152523025,-72.67339883844642,,,,,Ruta T-613,,Paillaco,LR,Provincia de Valdivia,Los Ríos,Chile,cl,Ruta T-613,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-06-12 03:36:25,-33.8,-72.29,14,4.8,1779196.3158021085,South Pacific Ocean,-29.829753,-90.56043,,,,,,,,,,,,,South Pacific Ocean,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2021-06-11 12:21:13,-28.18,-70.33,105,3.9,0,"Vallenar, Provincia de Huasco, Chile",-28.5750438,-70.7616398,,,,,,,Vallenar,,Provincia de Huasco,Atacama Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-06-11 06:12:01,-20.22,-69.33,96,3.2,0,"Pozo Almonte, Provincia del Tamarugal, Chile",-20.2597061,-69.7861372,,,,,,,Pozo Almonte,,Provincia del Tamarugal,Tarapacа Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-06-10 16:43:52,-28.1,-70.71,55,4.3,980.8816761528026,"Llano Punta de Díaz, Huasco, Chile",-28.1,-70.7,,,,,,HU,,AT,Huasco,De Atacama,Chile,cl,Llano Punta de Díaz,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2021-06-10 14:14:27,-34.95,-71.66,47,4.3,932.6071891564103,"Posta de Salud Rural Barba Rubia, Ruta J-70-I, Hualañé, Chile",-34.9442224,-71.6525828,,,,,Ruta J-70-I,CU,Hualañé,ML,Provincia de Curicó,Maule Region,Chile,cl,Posta de Salud Rural Barba Rubia,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-06-08 07:42:24,-29.99,-70.72,70,4.9,635.9868880678873,"Ruta D-365, 176 0000 Vicuña, Chile",-29.9957033,-70.7204976,,1760000,,Población O'Higgins,Ruta D-365,,Vicuña,,Provincia de Elqui,Coquimbo Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-06-07 16:09:44,-25.93,-71.17,35,4.1,1951950.1466680574,South Pacific Ocean,-29.829753,-90.56043,,,,,,,,,,,,,South Pacific Ocean,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2021-06-06 22:06:43,-30.68,-71.7,35,4.2,0,"Ovalle, Provincia de Limarí, Chile",-30.6030819,-71.2029894,,,,,,,Ovalle,,Provincia de Limarí,Coquimbo Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-06-04 21:48:34,-35.15,-70.62,19,3.0,0,"Romeral, Provincia de Curicó, Chile",-34.9599696,-71.1253134,,,,,,,Romeral,,Provincia de Curicó,Maule Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-06-04 14:46:26,-21.44,-70.49,61,4.8,2213278.6274654684,South Pacific Ocean,-29.829753,-90.56043,,,,,,,,,,,,,South Pacific Ocean,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2021-06-03 16:11:34,-21.7,-70.47,33,3.8,2201210.6133478093,South Pacific Ocean,-29.829753,-90.56043,,,,,,,,,,,,,South Pacific Ocean,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2021-06-01 13:58:25,-27.61,-69.32,21,3.8,135.30020677712207,"Quebrada del Carrizo, Tierra Amarilla, Chile",-27.61114870060218,-69.32045288042154,,,,,Quebrada del Carrizo,CO,Tierra Amarilla,AT,Provincia de Copiapó,Atacama Region,Chile,cl,Quebrada del Carrizo,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-06-01 12:42:07,-21.53,-66.93,220,5.3,0,"Municipio San Pablo de Lipez, Provincia Sur Lípez, Bolivia",-22.093118349999997,-67.40453633471795,,,,,,,Municipio San Pablo de Lipez,P,Provincia Sur Lípez,Potosí,Bolivia,bo,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-05-31 13:25:34,-40.08,-73.99,40,4.3,1886635.9631068665,South Pacific Ocean,-29.829753,-90.56043,,,,,,,,,,,,,South Pacific Ocean,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2021-05-31 06:16:51,-32.56,-71.48,34,2.7,3334.4077845641204,"Zapallar, Provincia de Petorca, Chile",-32.5796147,-71.453085,,,,,,,Zapallar,,Provincia de Petorca,Valparaiso Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-05-30 07:54:19,-28.66,-70.44,88,3.6,575.5580679118635,"Portezuelo del Cura, Huasco, Chile",-28.65584,-70.43649,,,,,,HU,,AT,Huasco,De Atacama,Chile,cl,Portezuelo del Cura,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2021-05-28 23:40:56,-32.81,-70.18,114,4.4,804.3135796236533,"Guardaaludes, Los Andes, Chile",-32.81667,-70.18333,,,,,,LA,,VS,Los Andes,De Valparaiso,Chile,cl,Guardaaludes,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2021-05-27 16:47:29,-30.7,-71.4,46,4.2,828.0506994619698,"Quebrada del Durazno, 184 0000 Ovalle, Chile",-30.694427923104744,-71.4057454325451,,1840000,,,Quebrada del Durazno,LM,Ovalle,CO,Provincia de Limarí,Coquimbo Region,Chile,cl,Quebrada del Durazno,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-05-27 13:30:52,-27.04,-70.73,69,4.3,0,"Caldera, Provincia de Copiapó, Chile",-27.0675545,-70.8222047,,,,,,,Caldera,,Provincia de Copiapó,Atacama Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-05-27 00:12:24,-19.19,-69.46,100,4.1,0,"Camiña, Provincia del Tamarugal, Chile",-19.313081,-69.4266968,,,,,,,Camiña,,Provincia del Tamarugal,Tarapacа Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-05-26 22:39:25,-20.0,-69.15,96,3.8,1101.8657711039393,"Pozo Almonte, Provincia del Tamarugal, Chile",-20.0025479,-69.1601908,,,,,,,Pozo Almonte,,Provincia del Tamarugal,Tarapacа Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-05-25 16:52:51,-20.24,-69.24,112,4.0,546.381097902828,"Jucuma, Pozo Almonte, Provincia del Tamarugal, Chile",-20.2369167,-69.2440777,,,,,,,Pozo Almonte,,Provincia del Tamarugal,Tarapacа Region,Chile,cl,Jucuma,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-05-25 06:28:49,-33.9,-70.36,112,4.7,0,"San José de Maipo, Provincia de Cordillera, Chile",-33.6403975,-70.3527845,,,,,,,San José de Maipo,,Provincia de Cordillera,Santiago Metropolitan Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-05-23 21:58:59,-33.29,-71.36,60,4.7,2112.2243417255563,"Casablanca, Provincia de Valparaíso, Chile",-33.2729671,-71.3700591,,,,,,,Casablanca,,Provincia de Valparaíso,Valparaiso Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-05-23 13:23:11,-28.7,-70.38,92,4.1,0,"Alto del Carmen, Provincia de Huasco, Chile",-28.7596711,-70.4861108,,,,,,,Alto del Carmen,,Provincia de Huasco,Atacama Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-05-20 18:27:55,-22.23,-68.67,119,5.1,0,"Calama, Provincia de El Loa, Chile",-22.4623917,-68.9272181,,,,,,,Calama,,Provincia de El Loa,Antofagasta Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-05-20 06:48:34,-34.91,-71.84,44,3.8,0,"Hualañé, Provincia de Curicó, Chile",-34.9774855,-71.8012086,,,,,,,Hualañé,,Provincia de Curicó,Maule Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-05-19 20:11:30,-27.46,-69.45,109,4.3,0,"1580000 Tierra Amarilla, Chile",-27.4680505,-70.2649307,,1580000,,,,,Tierra Amarilla,,Provincia de Copiapó,Atacama Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-05-19 14:45:27,-31.49,-71.65,32,3.8,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-05-17 19:33:43,-30.19,-71.3,64,3.4,0,"Coquimbo, Provincia de Elqui, Chile",-29.9531851,-71.3379503,,,,,,,Coquimbo,,Provincia de Elqui,Coquimbo Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-05-17 17:56:31,-20.02,-69.31,100,3.5,0,"Pozo Almonte, Provincia del Tamarugal, Chile",-20.2597061,-69.7861372,,,,,,,Pozo Almonte,,Provincia del Tamarugal,Tarapacа Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-05-17 06:43:01,-37.25,-73.44,31,3.6,252.93307864118225,"Río Ráqui, Arauco, Chile",-37.251153474021145,-73.44246298456856,,,,,Río Ráqui,AU,Arauco,BI,Provincia de Arauco,Biobio Region,Chile,cl,Río Ráqui,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-05-17 05:43:45,-21.26,-68.84,117,4.9,313.00916739871263,"Carcanal de Chocal, Tamarugal, Chile",-21.26205,-68.83793,,,,,,TM,,TP,Tamarugal,De Tarapaca,Chile,cl,Carcanal de Chocal,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2021-05-14 00:40:19,-29.68,-71.25,54,3.9,706.6440394763598,"La Escoba, Elqui, Chile",-29.68163,-71.25707,,,,,,EQ,,CO,Elqui,De Coquimbo,Chile,cl,La Escoba,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2021-05-11 11:23:46,-20.15,-69.12,101,3.8,0,"Pozo Almonte, Provincia del Tamarugal, Chile",-20.2597061,-69.7861372,,,,,,,Pozo Almonte,,Provincia del Tamarugal,Tarapacа Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-05-10 02:49:39,-30.11,-71.32,66,3.7,0,"Coquimbo, Provincia de Elqui, Chile",-29.9531851,-71.3379503,,,,,,,Coquimbo,,Provincia de Elqui,Coquimbo Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-05-09 00:56:32,-28.87,-71.47,32,3.5,35.829980282531125,"Parque Eolico San Juan de Chañaral, Freirina, Chile",-28.867127829692567,-71.47857130874533,,,,,Parque Eolico San Juan de Chañaral,HU,Freirina,AT,Provincia de Huasco,Atacama Region,Chile,cl,Parque Eolico San Juan de Chañaral,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-05-07 15:01:40,-21.94,-68.69,118,4.7,0,"Calama, Provincia de El Loa, Chile",-22.4623917,-68.9272181,,,,,,,Calama,,Provincia de El Loa,Antofagasta Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-05-05 07:48:53,-41.78,-73.92,36,3.1,0,"5710000 Ancud, Chile",-41.8682162,-73.8287225,,5710000,,,,,Ancud,,Provincia de Chiloé,Los Lagos Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-05-05 06:41:15,-41.81,-73.74,38,3.3,0,"5710000 Ancud, Chile",-41.8682162,-73.8287225,,5710000,,,,,Ancud,,Provincia de Chiloé,Los Lagos Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-05-04 21:58:36,-20.65,-70.19,35,3.7,348.2744119665645,"Caleta Caramucho, Ñajo, Chile",-20.6525428,-70.1880457,,,,,,,Ñajo,,,,Chile,cl,Caleta Caramucho,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-05-04 17:52:58,-22.85,-68.72,107,4.2,0,"Calama, Provincia de El Loa, Chile",-22.4623917,-68.9272181,,,,,,,Calama,,Provincia de El Loa,Antofagasta Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-05-04 15:18:22,-33.9,-72.54,20,4.4,1758307.814586212,South Pacific Ocean,-29.829753,-90.56043,,,,,,,,,,,,,South Pacific Ocean,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2021-05-03 15:49:57,-19.45,-69.42,96,3.7,0,"Camiña, Provincia del Tamarugal, Chile",-19.313081,-69.4266968,,,,,,,Camiña,,Provincia del Tamarugal,Tarapacа Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-05-02 06:57:38,-30.12,-71.56,38,5.9,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-04-30 20:06:37,-29.06,-71.59,47,4.6,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-04-29 16:00:40,-23.23,-68.77,108,4.8,0,"1390000 Sierra Gorda, Chile",-22.8916766,-69.3200101,,1390000,,,,,Sierra Gorda,,Provincia de Antofagasta,Antofagasta Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-04-29 02:17:16,-37.29,-71.16,149,5.6,0,"Comisión de Fomento de Guañacos, Departamento Minas, Argentina",-37.2692975,-70.7660855,,,,,,,Comisión de Fomento de Guañacos,,Departamento Minas,Neuquén Province,Argentina,ar,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-04-27 11:18:52,-20.04,-69.31,100,4.0,0,"Pozo Almonte, Provincia del Tamarugal, Chile",-20.2597061,-69.7861372,,,,,,,Pozo Almonte,,Provincia del Tamarugal,Tarapacа Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-04-26 01:58:50,-30.34,-71.25,28,3.3,479.64826942220554,"Quebrada El Ingenio, Ovalle, Chile",-30.338242638569163,-71.24543553408802,,,,,Quebrada El Ingenio,LM,Ovalle,CO,Provincia de Limarí,Coquimbo Region,Chile,cl,Quebrada El Ingenio,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-04-26 00:43:25,-34.1,-70.89,9,2.7,0,"Rancagua, Provincia de Cachapoal, Chile",-34.1702433,-70.740718,,,,,,,Rancagua,,Provincia de Cachapoal,O'Higgins Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-04-25 21:30:47,-19.68,-70.09,51,3.6,0,"1140000 Huara, Chile",-19.9957872,-69.7727034,,1140000,,,,,Huara,,Provincia del Tamarugal,Tarapacа Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-04-24 18:14:18,-27.53,-71.19,31,4.2,1904559.0210012721,South Pacific Ocean,-29.829753,-90.56043,,,,,,,,,,,,,South Pacific Ocean,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2021-04-24 01:44:05,-19.65,-69.28,98,3.7,0,"1140000 Huara, Chile",-19.9957872,-69.7727034,,1140000,,,,,Huara,,Provincia del Tamarugal,Tarapacа Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-04-22 00:17:15,-33.99,-72.43,34,5.2,1770049.8716787717,South Pacific Ocean,-29.829753,-90.56043,,,,,,,,,,,,,South Pacific Ocean,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2021-04-21 21:55:03,-33.24,-70.56,59,3.9,423.56690181160326,"Cerro Chincolante, Chacabuco, Chile",-33.24375,-70.5592,,,,,,CB,,RM,Chacabuco,Metropolitana,Chile,cl,Cerro Chincolante,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2021-04-21 00:33:43,-19.79,-69.06,106,3.9,711.094629007272,"Quebrada de Tarapacá, Huara, Chile",-19.794266588950638,-69.06506273232836,,,,,Quebrada de Tarapacá,TM,Huara,TP,Provincia del Tamarugal,Tarapacа Region,Chile,cl,Quebrada de Tarapacá,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-04-20 10:33:36,-31.35,-71.68,40,3.4,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-04-19 15:02:10,-33.99,-72.26,38,4.3,1785480.8475931433,South Pacific Ocean,-29.829753,-90.56043,,,,,,,,,,,,,South Pacific Ocean,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2021-04-19 13:05:28,-34.02,-72.26,37,4.9,1786062.897398261,South Pacific Ocean,-29.829753,-90.56043,,,,,,,,,,,,,South Pacific Ocean,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2021-04-19 11:13:29,-34.01,-72.34,38,5.0,1778608.7633575562,South Pacific Ocean,-29.829753,-90.56043,,,,,,,,,,,,,South Pacific Ocean,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2021-04-19 04:11:28,-34.0,-72.3,34,5.0,1782043.4251500098,South Pacific Ocean,-29.829753,-90.56043,,,,,,,,,,,,,South Pacific Ocean,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2021-04-19 03:18:58,-34.02,-72.42,39,5.3,1771549.1793967823,South Pacific Ocean,-29.829753,-90.56043,,,,,,,,,,,,,South Pacific Ocean,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2021-04-19 00:27:33,-17.74,-70.68,24,4.9,0,"Inclán, TAC, Peru",-17.6749065,-70.40861575062405,,,,,,,Inclán,TAC,,Tacna,Peru,pe,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-04-18 02:15:13,-62.35,-58.45,11,5.0,71971.6329098147,Bransfield Strait,-62.97631,-58.805682,,,,,,,,,,,,,Bransfield Strait,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2021-04-17 03:50:56,-30.47,-72.14,31,5.1,1770635.8065946894,South Pacific Ocean,-29.829753,-90.56043,,,,,,,,,,,,,South Pacific Ocean,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2021-04-16 08:09:52,-30.82,-71.4,46,4.3,1045.1531466308509,"Ovalle, Provincia de Limarí, Chile",-30.8134946,-71.3921004,,,,,,,Ovalle,,Provincia de Limarí,Coquimbo Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-04-16 01:14:26,-19.52,-69.44,100,4.5,0,"Camiña, Provincia del Tamarugal, Chile",-19.313081,-69.4266968,,,,,,,Camiña,,Provincia del Tamarugal,Tarapacа Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-04-14 05:12:01,-20.07,-69.88,69,3.6,0,"Pozo Almonte, Provincia del Tamarugal, Chile",-20.2597061,-69.7861372,,,,,,,Pozo Almonte,,Provincia del Tamarugal,Tarapacа Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-04-12 21:51:42,-30.58,-71.3,40,3.6,0,"Ovalle, Provincia de Limarí, Chile",-30.6030819,-71.2029894,,,,,,,Ovalle,,Provincia de Limarí,Coquimbo Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-04-11 14:42:03,-31.68,-69.97,140,4.9,0,"Calingasta, Argentina",-31.44769675,-69.88272746134805,,,,,,CL,,J,Calingasta,San Juan,Argentina,ar,Calingasta,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-04-11 08:27:09,-19.3,-70.19,41,3.7,0,"1140000 Huara, Chile",-19.9957872,-69.7727034,,1140000,,,,,Huara,,Provincia del Tamarugal,Tarapacа Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-04-10 16:33:54,-39.51,-73.14,51,4.8,0,"Mariquina, Provincia de Valdivia, Chile",-39.49716125,-73.0420737523192,,,,,,,Mariquina,LR,Provincia de Valdivia,Los Ríos,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-04-10 07:52:48,-37.95,-73.72,39,5.3,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-04-10 07:14:01,-62.3,-58.39,5,5.1,78144.93966033508,Bransfield Strait,-62.97631,-58.805682,,,,,,,,,,,,,Bransfield Strait,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2021-04-09 06:53:19,-29.68,-69.83,130,4.5,589.4812170857834,"Arroyo de los Bañitos, J, Argentina",-29.684751451169863,-69.82729378296489,,,,,Arroyo de los Bañitos,IG,,J,Iglesia,San Juan,Argentina,ar,Arroyo de los Bañitos,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-04-09 02:02:10,-33.81,-70.29,114,4.5,0,"San José de Maipo, Provincia de Cordillera, Chile",-33.6403975,-70.3527845,,,,,,,San José de Maipo,,Provincia de Cordillera,Santiago Metropolitan Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-04-05 11:51:24,-36.22,-73.32,30,4.0,1753988.5035808356,South Pacific Ocean,-29.829753,-90.56043,,,,,,,,,,,,,South Pacific Ocean,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2021-04-04 10:08:19,-27.41,-70.95,36,3.7,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-04-04 04:17:24,-28.98,-71.86,45,4.6,1811990.8184334568,South Pacific Ocean,-29.829753,-90.56043,,,,,,,,,,,,,South Pacific Ocean,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2021-04-02 23:57:42,-31.82,-71.31,59,4.3,647.1383388774645,"Quebrada Higuera, Los Vilos, Chile",-31.816428508911443,-71.31540776472619,,,,,Quebrada Higuera,CH,Los Vilos,CO,Provincia de Choapa,Coquimbo Region,Chile,cl,Quebrada Higuera,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-04-01 06:01:50,-29.3,-71.28,61,4.1,0,"La Higuera, Provincia de Elqui, Chile",-29.511595,-71.2015007,,,,,,,La Higuera,,Provincia de Elqui,Coquimbo Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-04-01 01:34:21,-19.73,-69.02,139,4.9,0,"1140000 Huara, Chile",-19.9957872,-69.7727034,,1140000,,,,,Huara,,Provincia del Tamarugal,Tarapacа Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-03-28 09:20:14,-20.19,-70.36,28,3.9,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-03-27 20:17:13,-19.85,-69.91,64,4.6,0,"1140000 Huara, Chile",-19.9957872,-69.7727034,,1140000,,,,,Huara,,Provincia del Tamarugal,Tarapacа Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-03-26 09:08:33,-32.13,-71.68,34,4.1,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-03-26 08:06:15,-23.32,-69.17,82,4.0,0,"1390000 Sierra Gorda, Chile",-22.8916766,-69.3200101,,1390000,,,,,Sierra Gorda,,Provincia de Antofagasta,Antofagasta Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-03-25 22:19:23,-29.31,-71.25,66,3.5,0,"La Higuera, Provincia de Elqui, Chile",-29.511595,-71.2015007,,,,,,,La Higuera,,Provincia de Elqui,Coquimbo Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-03-25 05:39:23,-28.63,-70.54,107,4.5,0,"Vallenar, Provincia de Huasco, Chile",-28.5750438,-70.7616398,,,,,,,Vallenar,,Provincia de Huasco,Atacama Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-03-25 02:18:47,-30.44,-71.58,28,4.4,0,"Ovalle, Provincia de Limarí, Chile",-30.6030819,-71.2029894,,,,,,,Ovalle,,Provincia de Limarí,Coquimbo Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-03-24 20:21:43,-28.44,-71.26,44,4.3,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-03-24 16:31:14,-29.88,-71.55,40,3.6,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-03-22 13:04:33,-34.13,-71.16,71,4.2,945.3634764051445,"Mentidero, Melipilla, Chile",-34.12282,-71.1655,,,,,,ME,,RM,Melipilla,Metropolitana,Chile,cl,Mentidero,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2021-03-22 06:25:22,-20.49,-69.66,44,3.5,0,"Pozo Almonte, Provincia del Tamarugal, Chile",-20.2597061,-69.7861372,,,,,,,Pozo Almonte,,Provincia del Tamarugal,Tarapacа Region,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-03-21 14:33:26,-22.03,-70.35,25,3.1,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
