original_Date(UTC),original_Latitude,original_Longitude,original_Depth,original_Magnitude,distance,formatted,lat,lon,housenumber,suburb,name,street,postcode,city,county_code,county,state_code,state,country,country_code,attribution,attribution_license,attribution_url
2016-03-31 07:53:28,-22.62,-68.75,125,5.0,0,"Calama, Provincia de El Loa, Chile",-22.4623917,-68.9272181,,,,,,Calama,,Provincia de El Loa,,Antofagasta Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-03-27 04:00:20,-32.27,-70.32,107,4.6,0,"Calingasta, Argentina",-31.44769675,-69.88272746134805,,,,,,,,Calingasta,J,San Juan,Argentina,ar,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-03-27 00:27:55,-30.43,-71.64,25,4.5,0,"Ovalle, Provincia de Limarí, Chile",-30.6030819,-71.2029894,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-03-26 08:56:30,-30.73,-71.45,51,4.5,0,"Ovalle, Provincia de Limarí, Chile",-30.6030819,-71.2029894,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-03-25 22:36:02,-35.18,-71.14,96,4.6,367.4987097514282,"Complejo Turistico El Yacal, Molina, Chile",-35.177518,-71.13733,,,,Complejo Turistico El Yacal,,Molina,CU,Curicó,ML,Del Maule,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-03-25 08:03:20,-30.69,-71.43,51,4.8,1786.4772786208787,"Ovalle, Provincia de Limarí, Chile",-30.7060614,-71.4304545,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-03-24 22:14:37,-30.42,-71.67,34,4.2,0,"Ovalle, Provincia de Limarí, Chile",-30.6030819,-71.2029894,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-03-23 13:14:07,-30.39,-71.64,30,4.5,0,"Ovalle, Provincia de Limarí, Chile",-30.6030819,-71.2029894,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-03-23 00:37:59,-31.77,-71.43,49,4.9,0,"Los Vilos, Provincia de Choapa, Chile",-31.9121611,-71.5138887,,,,,,Los Vilos,,Provincia de Choapa,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-03-20 23:23:10,-31.4,-71.64,29,4.7,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-03-20 22:30:21,-31.72,-71.26,55,4.2,545.5580717400638,"Illapel, Provincia de Choapa, Chile",-31.708000059375706,-71.2656059907802,,,,,,Illapel,,Provincia de Choapa,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-03-20 20:01:54,-30.65,-71.33,44,4.4,651.5505711782046,"Almacén El Porsiacaso, Ruta D-563, Ovalle, Chile",-30.6462245,-71.3352086,,,Almacén El Porsiacaso,Ruta D-563,,Ovalle,LM,Provincia de Limarí,CO,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-03-19 18:50:29,-33.17,-71.82,31,4.0,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-03-19 12:24:06,-30.64,-71.59,30,4.5,449.71709611645537,"Ruta D-560, Ovalle, Chile",-30.631822215157555,-71.56738922559828,,,Ruta D-560,Ruta D-560,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-03-16 03:49:31,-31.27,-71.88,30,5.6,1793837.4850966558,South Pacific Ocean,-29.829753,-90.56043,,,South Pacific Ocean,,,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2016-03-14 15:28:24,-20.9,-68.91,105,4.5,0,"Pica, Provincia del Tamarugal, Chile",-20.4911417,-69.3290752,,,,,,Pica,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-03-14 10:26:20,-32.35,-71.61,40,4.5,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-03-14 04:23:20,-26.14,-70.64,39,4.4,950.3763961060876,"Quebrada Agua Salada, Chañaral, Chile",-26.14104,-70.63055,,,Quebrada Agua Salada,,,,CR,Chañaral,AT,De Atacama,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2016-03-12 20:48:37,-21.07,-70.1,74,4.0,0,"Iquique, Provincia de Iquique, Chile",-20.2140657,-70.1524646,,,Iquique,,,Iquique,IE,Provincia de Iquique,TP,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-03-12 16:05:15,-30.31,-71.54,45,5.2,57.48112082104816,"Coquimbo, Provincia de Elqui, Chile",-30.310464971641693,-71.54026219757901,,,,,,Coquimbo,,Provincia de Elqui,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-03-11 07:02:16,-23.08,-68.9,102,5.0,0,"1390000 Sierra Gorda, Chile",-22.8916766,-69.3200101,,,,,1390000,Sierra Gorda,,Provincia de Antofagasta,,Antofagasta Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-03-11 03:45:29,-25.84,-70.27,66,4.2,443.7238645623632,"Ruta B-965, Taltal, Chile",-25.81573442970447,-70.27189352284535,,,Ruta B-965,Ruta B-965,,Taltal,,Provincia de Antofagasta,,Antofagasta Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-03-10 23:47:50,-24.77,-70.64,36,4.0,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-03-10 08:34:13,-18.83,-69.54,90,5.0,914.4468149913553,"Quebrada de Vitor, Provincia de Arica, Chile",-18.822520581145948,-69.53638779241751,,,Quebrada de Vitor,Quebrada de Vitor,,,AR,Provincia de Arica,AP,Arica y Parinacota Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-03-09 13:28:11,-30.44,-71.31,55,5.1,0,"Ovalle, Provincia de Limarí, Chile",-30.6030819,-71.2029894,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-03-09 09:40:45,-30.72,-71.4,42,4.4,262.3465205880203,"Quebrada Espinal, Ovalle, Chile",-30.718998766713135,-71.4024850584853,,,Quebrada Espinal,Quebrada Espinal,,Ovalle,LM,Provincia de Limarí,CO,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-03-09 06:27:29,-34.79,-71.84,41,4.3,519.1212478403102,"Quebrada Las Papas, Paredones, Chile",-34.7915142,-71.84537745,,,Quebrada Las Papas,Quebrada Las Papas,,Paredones,CC,Provincia de Cardenal Caro,LI,O'Higgins Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-03-08 01:27:48,-31.77,-71.36,45,4.3,0,"Canela, Provincia de Choapa, Chile",-31.4643996,-71.43491570348377,,,,,,Canela,,Provincia de Choapa,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-03-07 06:01:21,-27.02,-70.83,58,4.3,495.902937221815,Roca Pulpo,-27.01667,-70.83333,,,Roca Pulpo,,,,,,,,,,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2016-03-05 17:31:51,-20.73,-69.69,35,4.4,0,"Pozo Almonte, Provincia del Tamarugal, Chile",-20.2597061,-69.7861372,,,,,,Pozo Almonte,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-03-04 20:48:35,-21.31,-69.72,65,4.1,0,"Pozo Almonte, Provincia del Tamarugal, Chile",-20.2597061,-69.7861372,,,,,,Pozo Almonte,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-03-04 18:58:33,-20.66,-71.02,20,4.5,2209371.887882574,South Pacific Ocean,-29.829753,-90.56043,,,South Pacific Ocean,,,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2016-03-04 12:28:16,-19.01,-70.48,49,4.3,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-03-04 07:58:19,-20.89,-70.44,61,4.2,2248043.6654162453,South Pacific Ocean,-29.829753,-90.56043,,,South Pacific Ocean,,,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2016-03-03 20:21:08,-20.3,-68.95,101,4.5,0,"Pica, Provincia del Tamarugal, Chile",-20.4911417,-69.3290752,,,,,,Pica,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-03-03 18:51:01,-19.14,-69.27,112,4.7,478.7727470144348,"Ruta A-45, Colchane, Chile",-19.123229666649127,-69.20418312403426,,,Ruta A-45,Ruta A-45,,Colchane,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-03-03 13:47:15,-30.16,-71.44,32,4.3,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-03-02 09:49:55,-18.65,-70.61,48,5.1,2368358.2250244482,South Pacific Ocean,-29.829753,-90.56043,,,South Pacific Ocean,,,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2016-02-29 01:35:03,-30.41,-71.6,46,4.0,0,"Ovalle, Provincia de Limarí, Chile",-30.6030819,-71.2029894,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-02-25 15:35:07,-23.05,-69.05,95,5.3,0,"1390000 Sierra Gorda, Chile",-22.8916766,-69.3200101,,,,,1390000,Sierra Gorda,,Provincia de Antofagasta,,Antofagasta Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-02-25 11:27:53,-30.77,-71.38,45,4.7,488.19343427408296,"Camarico, Limarí, Chile",-30.76667,-71.38333,,,Camarico,,,,LM,Limarí,CO,De Coquimbo,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2016-02-24 21:59:31,-30.07,-71.05,70,4.3,457.4313906401161,"Ruta D-415, La Serena, Chile",-30.045680513981413,-71.04832657155539,,,Ruta D-415,Ruta D-415,,La Serena,,Provincia de Elqui,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-02-24 19:10:01,-29.8,-71.48,38,4.7,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-02-24 17:02:04,-29.96,-71.66,39,4.7,1819982.5751295895,South Pacific Ocean,-29.829753,-90.56043,,,South Pacific Ocean,,,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2016-02-24 03:51:29,-31.77,-69.82,141,4.8,0,"Calingasta, Argentina",-31.44769675,-69.88272746134805,,,Calingasta,,,,CL,Calingasta,J,San Juan,Argentina,ar,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-02-24 02:32:58,-31.09,-71.36,45,4.4,0,"Punitaqui, Provincia de Limarí, Chile",-30.8337532,-71.2573637,,,,,,Punitaqui,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-02-23 10:29:15,-33.21,-71.39,56,4.0,335.85447768256915,"Ruta F-50, Casablanca, Chile",-33.2022527201925,-71.38027616930393,,,Ruta F-50,Ruta F-50,,Casablanca,,Provincia de Valparaíso,,Valparaiso Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-02-22 06:37:01,-30.49,-72.23,31,6.0,1761928.2200160252,South Pacific Ocean,-29.829753,-90.56043,,,South Pacific Ocean,,,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2016-02-20 18:23:01,-32.5,-70.01,129,4.9,0,"Calingasta, Argentina",-31.44769675,-69.88272746134805,,,Calingasta,,,,CL,Calingasta,J,San Juan,Argentina,ar,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-02-20 07:03:32,-18.96,-70.18,72,4.2,0,"1000000 Camarones, Chile",-18.9633718,-69.71519067506257,,,,,1000000,Camarones,,Provincia de Arica,,Arica y Parinacota Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-02-19 05:33:08,-30.59,-71.69,36,5.4,844.8756523140095,"Quebrada El Arrayan, Ovalle, Chile",-30.58985061559736,-71.69882480480723,,,Quebrada El Arrayan,Quebrada El Arrayan,,Ovalle,LM,Provincia de Limarí,CO,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-02-18 09:18:42,-20.31,-69.17,100,4.5,0,"Pica, Provincia del Tamarugal, Chile",-20.4911417,-69.3290752,,,,,,Pica,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-02-17 10:54:10,-31.22,-71.57,42,4.7,727.0178166353033,"Cerro Llahuín, Choapa, Chile",-31.21452,-71.56583,,,Cerro Llahuín,,,,CH,Choapa,CO,De Coquimbo,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2016-02-16 22:48:01,-19.03,-69.47,94,4.2,0,"1140000 Huara, Chile",-19.9957872,-69.7727034,,,,,1140000,Huara,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-02-16 16:50:51,-30.27,-71.27,59,4.2,1970.8699602159184,"Coquimbo, Provincia de Elqui, Chile",-30.2816968,-71.2545799,,,,,,Coquimbo,,Provincia de Elqui,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-02-14 00:21:25,-19.14,-69.44,105,4.4,0,"Camiña, Provincia del Tamarugal, Chile",-19.313081,-69.4266968,,,,,,Camiña,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-02-12 22:32:05,-19.94,-70.31,53,5.0,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-02-12 21:43:15,-31.72,-71.31,55,4.3,0,"1930000 Illapel, Chile",-31.6326932,-71.1683039,,,,,1930000,Illapel,,Provincia de Choapa,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-02-10 11:10:59,-37.0,-73.61,16,4.6,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-02-10 07:25:39,-30.62,-71.59,34,4.3,0,"Ovalle, Provincia de Limarí, Chile",-30.6030819,-71.2029894,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-02-10 03:15:02,-36.85,-74.14,30,4.4,1710147.625343949,South Pacific Ocean,-29.829753,-90.56043,,,South Pacific Ocean,,,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2016-02-10 00:59:55,-30.64,-71.68,37,4.6,0,"Ovalle, Provincia de Limarí, Chile",-30.6030819,-71.2029894,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-02-10 00:52:57,-30.66,-71.55,30,4.8,963.1523964252864,"Loma de las Cañas, Limarí, Chile",-30.65147,-71.54825,,,Loma de las Cañas,,,,LM,Limarí,CO,De Coquimbo,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2016-02-10 00:47:09,-30.65,-71.5,30,4.7,90.79341520614088,"Ruta D-559, Ovalle, Chile",-30.65379368763112,-71.50870108707569,,,Ruta D-559,Ruta D-559,,Ovalle,LM,Provincia de Limarí,CO,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-02-10 00:33:04,-30.63,-71.65,37,6.4,0,"Ovalle, Provincia de Limarí, Chile",-30.6030819,-71.2029894,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-02-09 21:54:59,-36.83,-73.77,26,4.3,1739833.6830008687,South Pacific Ocean,-29.829753,-90.56043,,,South Pacific Ocean,,,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2016-02-08 12:13:19,-32.11,-71.87,36,4.3,1797617.6131975718,South Pacific Ocean,-29.829753,-90.56043,,,South Pacific Ocean,,,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2016-02-05 05:28:07,-31.1,-71.81,30,5.1,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-02-04 17:55:00,-31.07,-71.78,32,5.2,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-02-03 09:07:14,-21.27,-69.62,44,4.2,190.6250776004758,"Puquio Nº 1, Pozo Almonte, Provincia del Tamarugal, Chile",-21.2689497,-69.61854604732619,,,Puquio Nº 1,,,Pozo Almonte,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-02-01 21:27:29,-20.16,-70.49,36,4.3,2285580.042731041,South Pacific Ocean,-29.829753,-90.56043,,,South Pacific Ocean,,,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2016-01-30 09:27:15,-30.17,-71.62,42,4.2,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-01-29 20:07:16,-30.36,-71.54,44,5.2,798.1841053633001,"Tangue, Elqui, Chile",-30.35511,-71.54609,,,Tangue,,,,EQ,Elqui,CO,De Coquimbo,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2016-01-28 20:36:04,-29.73,-71.63,49,4.2,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-01-27 14:35:33,-19.19,-69.37,105,4.0,0,"Camiña, Provincia del Tamarugal, Chile",-19.313081,-69.4266968,,,,,,Camiña,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-01-27 13:16:35,-30.66,-71.69,33,4.8,754.4865110544104,"Terrazas Litorales, Sendero Bosque Relicto, Ovalle, Chile",-30.6639127,-71.6835555,,,Terrazas Litorales,Sendero Bosque Relicto,,Ovalle,LM,Provincia de Limarí,CO,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-01-26 01:35:13,-30.72,-71.45,48,4.4,0,"Ovalle, Provincia de Limarí, Chile",-30.6030819,-71.2029894,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-01-26 00:19:11,-32.65,-71.85,30,5.1,1803790.0434445888,South Pacific Ocean,-29.829753,-90.56043,,,South Pacific Ocean,,,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2016-01-21 13:36:09,-30.39,-71.52,44,4.6,284.38003754318976,"Ruta D-510, Ovalle, Chile",-30.44237292829108,-71.5060737937151,,,Ruta D-510,Ruta D-510,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-01-21 06:07:02,-30.51,-71.22,57,4.4,799.7058141192446,"Depósito de Relaves Planta Delta, Limarí, Chile",-30.50738,-71.227774,,,,Depósito de Relaves Planta Delta,,,LM,Limarí,CO,De Coquimbo,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-01-19 21:45:26,-30.46,-71.7,34,4.2,1858.0579271263678,"Ovalle, Provincia de Limarí, Chile",-30.4764534,-71.6966162,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-01-19 11:39:40,-22.97,-69.01,96,5.1,522.0092890932746,"Sierra Gorda, Provincia de Antofagasta, Chile",-22.96943013272565,-69.01530508670871,,,,,,Sierra Gorda,,Provincia de Antofagasta,,Antofagasta Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-01-19 07:08:48,-32.11,-71.22,83,4.1,0,"Los Vilos, Provincia de Choapa, Chile",-31.9121611,-71.5138887,,,,,,Los Vilos,,Provincia de Choapa,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-01-17 17:05:39,-26.44,-70.87,55,4.2,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-01-17 15:28:40,-21.34,-68.89,91,5.0,0,"María Elena, Provincia de Tocopilla, Chile",-22.3451485,-69.6618035,,,,,,María Elena,,Provincia de Tocopilla,,Antofagasta Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-01-16 11:30:18,-41.73,-73.99,45,4.0,0,"Maullín, Provincia de Llanquihue, Chile",-41.6160139,-73.5950711,,,,,,Maullín,,Provincia de Llanquihue,,Los Lagos Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-01-16 00:37:25,-36.71,-72.56,67,4.0,963.0727598636623,"Escuela Básica Peñablanca, Quillón, Provincia de Diguillín, Chile",-36.715266,-72.5685778,,,Escuela Básica Peñablanca,,,Quillón,NU,Provincia de Diguillín,BI,Nuble Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-01-14 00:29:40,-28.65,-70.08,110,4.2,471.30909384206944,"Cerro El Gaucho, Huasco, Chile",-28.65387,-70.07803,,,Cerro El Gaucho,,,,HU,Huasco,AT,De Atacama,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2016-01-13 12:20:40,-19.28,-70.13,53,4.8,0,"1140000 Huara, Chile",-19.9957872,-69.7727034,,,,,1140000,Huara,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-01-12 19:01:53,-30.7,-71.61,43,4.9,0,"Ovalle, Provincia de Limarí, Chile",-30.6030819,-71.2029894,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-01-10 13:33:35,-31.32,-71.73,42,5.0,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-01-10 04:36:38,-36.4,-72.73,39,4.9,604.1089481228889,"Estero Rapú, Ñuble, Chile",-36.40528,-72.73159,,,Estero Rapú,,,,NU,Ñuble,BI,Del Bio-Bio,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2016-01-09 09:03:38,-19.83,-69.12,104,4.6,0,"1140000 Huara, Chile",-19.9957872,-69.7727034,,,,,1140000,Huara,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-01-08 18:41:02,-32.94,-70.68,93,4.7,525.6629656465917,"Quebrada de los Almendros, Los Andes, Chile",-32.93648,-70.68376,,,Quebrada de los Almendros,,,,LA,Los Andes,VS,De Valparaiso,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2016-01-08 12:12:36,-41.71,-74.12,42,4.5,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-01-08 01:11:59,-30.67,-71.66,32,6.0,0,"Ovalle, Provincia de Limarí, Chile",-30.6030819,-71.2029894,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-01-07 15:40:43,-41.72,-74.15,41,5.3,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-01-07 02:09:43,-30.63,-71.62,36,4.9,0,"Ovalle, Provincia de Limarí, Chile",-30.6030819,-71.2029894,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2016-01-06 12:41:08,-21.61,-70.34,37,4.5,2217789.728815675,South Pacific Ocean,-29.829753,-90.56043,,,South Pacific Ocean,,,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2016-01-05 17:45:55,-20.01,-69.15,101,4.1,1349.2251057975404,"Pozo Almonte, Provincia del Tamarugal, Chile",-20.0025479,-69.1601908,,,,,,Pozo Almonte,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-12-30 21:29:22,-30.7,-71.62,28,4.3,0,"Ovalle, Provincia de Limarí, Chile",-30.6030819,-71.2029894,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-12-28 14:36:47,-29.33,-71.88,35,4.4,1805330.0514643642,South Pacific Ocean,-29.829753,-90.56043,,,South Pacific Ocean,,,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
